Gene,Essential,Essentiality Standard Deviation,Essentiality P-value,Essentiality Classification,Mean(Log10(Fluconazole/DMSO frequency)) in Gene Body,P value of Mean Fold Change in Gene Body Compared to Intergenic Inserts,Mean(Log10(Fluconazole/DMSO frequency)) in 5' 300 bases,P value of Mean Fold Change in 5' 300 bases Compared to Intergenic Inserts,Insert sites in Gene Body,Insert sites in 300 bases to 5' of ATG,In Madhani Deletion Collection,Human Ortholog
CNAG_00562,0,0,0,NESS,0.321048851,9.67E-09,0.06306045,0.024591397,37,54,TRUE,FALSE
CNAG_00563,1.60E-05,4.43E-05,0,NESS,-0.243702585,0.065013548,-0.032769346,0.884176418,13,16,TRUE,FALSE
CNAG_00564,0,0,0,NESS,-0.438354557,7.11E-09,-0.383829721,0.014558791,34,6,TRUE,FALSE
CNAG_00566,1.90E-05,5.26E-05,0,NESS,-0.040119011,0.61312299,0.001529379,0.93140242,62,31,TRUE,FALSE
CNAG_00568,2.90E-05,6.40E-05,0,NESS,-0.122233382,0.055559321,0.030374033,0.597479743,40,22,TRUE,FALSE
CNAG_00571,2.00E-06,1.41E-05,0,NESS,-0.172545944,0.01230257,-0.532720466,2.37E-18,49,91,TRUE,FALSE
CNAG_00574,0,0,0,NESS,0.851674258,1.47E-40,0.085837657,0.306078798,76,6,TRUE,FALSE
CNAG_00577,0.537131,0.080993672,1.33E-05,UNK,-0.072786291,NA,0.172459013,0.023922042,1,28,TRUE,FALSE
CNAG_00582,1.40E-05,3.77E-05,0,NESS,-0.192473065,0.14025991,0.02670683,0.368772105,17,21,TRUE,FALSE
CNAG_00583,0.000114,0.000148406,0,NESS,0.147356801,0.002734098,0.185015461,0.081475154,42,5,TRUE,FALSE
CNAG_00585,0.000491,0.000387193,5.4444621141812e-310,NESS,-0.099631177,0.266305062,0.009677974,0.336068381,20,39,TRUE,FALSE
CNAG_00586,0.000915,0.000645165,5.31E-288,NESS,-0.109869339,0.438738846,-0.162292425,0.179405055,8,14,TRUE,FALSE
CNAG_00587,0.000134,0.00020212,0,NESS,0.004996597,0.6619383,-0.020423794,0.986904791,44,15,TRUE,FALSE
CNAG_00588,0.000141,0.00014291,0,NESS,-0.017226163,0.514354127,0.057248221,0.290195304,31,17,TRUE,FALSE
CNAG_00590,0.000637,0.000489621,6.92E-300,NESS,-0.044499379,0.47509168,0.03128024,0.422498295,61,40,TRUE,FALSE
CNAG_00591,0.00035,0.000329217,5.62055995628044e-317,NESS,-0.042070976,0.547337451,0.078677928,0.254675684,85,12,TRUE,FALSE
CNAG_00593,0.000311,0.00035388,7.11981118417692e-314,NESS,0.064561078,0.241270741,-0.098762667,0.241566974,17,41,TRUE,FALSE
CNAG_00594,0,0,0,NESS,-0.05569928,0.282934518,-0.184566278,0.015379215,48,28,TRUE,FALSE
CNAG_00595,0.000135,0.000205665,0,NESS,-0.093337132,0.460497904,-0.008302755,0.505055798,64,54,TRUE,FALSE
CNAG_00596,9.00E-06,3.79E-05,0,NESS,-0.022858895,0.878761988,-0.036188302,0.68844393,41,13,TRUE,FALSE
CNAG_00598,0,0,0,NESS,-0.059515675,0.302309607,-0.165061784,0.070857262,116,15,TRUE,FALSE
CNAG_00600,0,0,0,NESS,0.168017157,0.000464652,0.163997465,2.76E-06,51,75,TRUE,FALSE
CNAG_00601,1.00E-06,1.00E-05,0,NESS,-0.108781551,0.03537478,-0.312777253,0.325942684,74,4,TRUE,FALSE
CNAG_00604,0,0,0,NESS,-0.113677485,0.292447405,-0.061015197,0.526606056,34,50,TRUE,FALSE
CNAG_00608,1.40E-05,4.27E-05,0,NESS,0.768593528,3.34E-05,-0.091211818,0.1654496,9,49,TRUE,FALSE
CNAG_00609,5.30E-05,1.00E-04,0,NESS,0.074039258,0.186238396,-0.07341777,0.358686703,29,62,TRUE,FALSE
CNAG_00623,0,0,0,NESS,-0.103783468,0.063401436,0.028765936,0.201134828,102,47,TRUE,FALSE
CNAG_00625,3.60E-05,6.44E-05,0,NESS,-0.287101751,7.95E-06,-0.212104255,8.47E-05,78,58,TRUE,FALSE
CNAG_00626,0.001145,0.000962465,8.76E-271,NESS,-0.139123473,0.332555898,-0.060779824,0.183372796,17,52,TRUE,FALSE
CNAG_00627,0.000936,0.000671425,2.77E-286,NESS,-0.063170144,0.39974202,-0.505101175,NA,61,1,TRUE,FALSE
CNAG_00628,0.000906,0.00073441,1.97E-282,NESS,0.144948487,0.1454084,0.132381945,0.043081929,17,31,TRUE,FALSE
CNAG_00634,7.90E-05,9.67E-05,0,NESS,0.110427689,0.012232421,-0.098266818,0.201664969,47,34,TRUE,FALSE
CNAG_00635,0,0,0,NESS,-0.226115805,0.001145004,0.019717323,0.900962685,44,5,TRUE,FALSE
CNAG_00642,0.00448,0.002665454,1.06E-226,NESS,-0.024363606,0.679775277,-0.014832889,0.882241999,279,5,TRUE,FALSE
CNAG_01466,0.010063,0.005438911,1.50E-195,NESS,0.03963739,0.382168349,0.029600153,0.49725477,37,17,TRUE,FALSE
CNAG_01471,0.019673,0.010284566,2.58E-167,NESS,-0.032471533,0.741661016,0.280851896,4.96E-07,12,47,TRUE,FALSE
CNAG_01473,0.007764,0.004924019,5.00E-200,NESS,0.05713513,0.086176125,0.019200286,0.684801428,40,10,TRUE,FALSE
CNAG_01474,0.000134,0.000151904,0,NESS,0.013289161,0.537551013,NA,NA,24,0,TRUE,FALSE
CNAG_01475,0.000517,0.000441543,2.43E-304,NESS,-0.496463849,5.15E-06,0.114201529,0.025921642,15,36,TRUE,FALSE
CNAG_01481,4.90E-05,7.32E-05,0,NESS,0.123992801,0.077487316,-0.077444488,0.462855223,25,15,TRUE,FALSE
CNAG_01487,0.201246,0.068578548,2.14E-66,NESS,0.00361938,0.855560856,NA,NA,14,0,TRUE,FALSE
CNAG_01489,0.000175,0.000328257,4.06572944003029e-317,NESS,0.059000345,0.41541203,-0.061723169,0.305133277,32,58,TRUE,FALSE
CNAG_01490,0,0,0,NESS,-0.115772562,0.097766245,-0.224106547,0.118777967,41,10,TRUE,FALSE
CNAG_01491,0,0,0,NESS,-0.059269326,0.638999449,0.015222917,0.682400494,30,61,TRUE,FALSE
CNAG_01493,1.10E-05,3.73E-05,0,NESS,-0.1460802,0.09879667,-0.054019929,0.405126861,22,79,TRUE,FALSE
CNAG_01495,0,0,0,NESS,-0.001494934,0.794525646,-0.142729515,0.146223102,43,38,TRUE,FALSE
CNAG_01497,0.000212,0.000286843,5.92878775009496e-323,NESS,-0.097284591,0.246455459,-0.263784964,0.023693983,42,8,TRUE,FALSE
CNAG_01499,0,0,0,NESS,-0.033737749,0.725320278,-0.011151253,0.666070624,49,14,TRUE,FALSE
CNAG_01500,0,0,0,NESS,0.012247746,0.493523853,0.33895427,0.103684855,26,4,TRUE,FALSE
CNAG_01506,0.001037,0.000770629,2.38E-280,NESS,0.078300787,0.078902401,-0.276160146,0.044277249,35,12,TRUE,FALSE
CNAG_01512,2.00E-06,1.41E-05,0,NESS,-0.085257556,0.14426026,0.006361568,0.664390848,47,9,TRUE,FALSE
CNAG_01513,0.028512,0.013253666,1.28E-155,NESS,-0.061321909,0.526548617,0.059092352,0.213658563,20,40,TRUE,FALSE
CNAG_01514,0.000679,0.000636324,1.29E-288,NESS,-0.084860216,0.474806666,-0.552654701,0.038283769,20,2,TRUE,FALSE
CNAG_01518,0,0,0,NESS,-0.145260043,0.099135828,-0.285960698,0.14161288,30,4,TRUE,FALSE
CNAG_01519,0,0,0,NESS,-0.07780467,0.82723289,-0.159412364,0.12069227,32,13,TRUE,FALSE
CNAG_01521,0.000988,0.000879426,1.12E-274,NESS,0.006762745,0.88162453,0.091813284,0.035166746,21,39,TRUE,FALSE
CNAG_01525,0,0,0,NESS,-0.046383742,0.941705069,-0.055641385,0.799271805,21,13,TRUE,FALSE
CNAG_01526,5.00E-06,2.19E-05,0,NESS,-0.022475189,0.983540134,0.042325169,0.685631254,22,5,TRUE,FALSE
CNAG_01531,0,0,0,NESS,-0.044489659,0.27205543,-0.109622535,0.253727503,70,60,TRUE,FALSE
CNAG_01533,1.00E-06,1.00E-05,0,NESS,-0.106732879,0.093155729,-0.135825276,0.026150723,37,45,TRUE,FALSE
CNAG_01534,1.70E-05,4.93E-05,0,NESS,-0.092293847,0.207784352,-0.204903066,0.029416052,19,13,TRUE,FALSE
CNAG_01535,0,0,0,NESS,0.396518669,1.07E-10,0.170662235,0.009201164,36,28,TRUE,FALSE
CNAG_01540,0,0,0,NESS,0.027559494,0.147859184,0.170215346,7.23E-05,54,44,TRUE,FALSE
CNAG_01541,0,0,0,NESS,-0.009910894,0.804258211,0.17376041,6.87E-05,55,43,TRUE,FALSE
CNAG_01542,0,0,0,NESS,-0.0388406,0.744642081,-0.051497885,0.714507368,56,24,TRUE,FALSE
CNAG_01551,0,0,0,NESS,0.177894992,0.00072525,0.176547844,0.000120572,36,36,TRUE,FALSE
CNAG_01555,0,0,0,NESS,0.010763506,0.804502402,-0.035749852,0.841179402,52,42,TRUE,FALSE
CNAG_01559,2.00E-05,5.32E-05,0,NESS,-0.091039671,0.221499534,-0.059480598,0.423188422,59,43,TRUE,FALSE
CNAG_01560,1.00E-06,1.00E-05,0,NESS,-0.036190739,0.620575461,-0.310837149,0.013530883,76,9,TRUE,FALSE
CNAG_01562,0.03813,0.015406836,2.88E-148,NESS,0.005359505,0.882082153,0.023417814,0.711486284,6,4,TRUE,FALSE
CNAG_01570,8.00E-06,3.07E-05,0,NESS,-0.024261479,0.97552357,-0.089440931,0.33677867,96,18,TRUE,FALSE
CNAG_01571,0.000319,0.000309021,1.05967199720031e-319,NESS,0.098852574,0.162584427,-0.045273887,0.799941791,19,38,TRUE,FALSE
CNAG_01573,0,0,0,NESS,0.057828241,0.15232271,0.066017956,0.061240103,31,59,TRUE,FALSE
CNAG_01574,0,0,0,NESS,-0.02891761,0.972297837,0.430924436,0.286402552,30,4,TRUE,FALSE
CNAG_01576,1.80E-05,5.20E-05,0,NESS,-0.571233904,0.000124169,0.083431377,0.121389316,13,14,TRUE,FALSE
CNAG_01580,0.078336,0.036513209,2.19E-107,NESS,-0.542508971,8.03E-08,-0.590682359,2.02E-06,19,17,TRUE,FALSE
CNAG_01581,0.086885,0.030009286,6.81E-115,NESS,-0.24501056,0.190123774,NA,NA,4,0,TRUE,FALSE
CNAG_01582,0.042022,0.015653106,3.19E-147,NESS,0.034028422,0.551075729,-0.081197844,0.652341107,5,8,TRUE,FALSE
CNAG_01584,3.40E-05,7.55E-05,0,NESS,-0.122962258,0.217807511,-0.009569189,0.760712147,19,33,TRUE,FALSE
CNAG_01585,0.000137,0.000151528,0,NESS,-0.12695119,0.184517184,0.153444703,0.311542794,14,8,TRUE,FALSE
CNAG_01588,2.40E-05,4.95E-05,0,NESS,-0.297538843,0.00228927,-0.049021761,0.458755858,15,91,TRUE,FALSE
CNAG_01591,0.013581,0.006748897,5.79E-186,NESS,-0.090990157,0.486593833,0.194322556,0.023330046,29,11,TRUE,FALSE
CNAG_01601,0.002203,0.001616797,2.16E-248,NESS,-0.238897003,NA,-0.10055194,0.062258105,1,62,TRUE,FALSE
CNAG_01602,4.00E-06,1.97E-05,0,NESS,-0.157684891,0.006207461,0.063285928,0.256679624,37,37,TRUE,FALSE
CNAG_01603,2.00E-06,1.41E-05,0,NESS,-0.032819488,0.939748885,-0.040743231,0.644617288,18,4,TRUE,FALSE
CNAG_01605,7.80E-05,0.00010404,0,NESS,0.019137009,0.393773042,-0.595999984,NA,42,1,TRUE,FALSE
CNAG_01606,0.001418,0.001040918,2.16E-267,NESS,-0.147451152,0.182690465,0.086842004,0.198083743,9,22,TRUE,FALSE
CNAG_01611,0,0,0,NESS,-0.012185905,0.806590314,-0.00386493,0.718883711,33,10,TRUE,FALSE
CNAG_01612,0,0,0,NESS,0.006446349,0.892521649,0.22418349,0.266745131,100,7,TRUE,FALSE
CNAG_01613,0.000132,0.00015101,0,NESS,0.195044459,5.44E-12,-0.051312412,0.589845529,124,24,TRUE,FALSE
CNAG_01619,0,0,0,NESS,0.078860203,0.05475449,0.070037344,0.164168891,54,32,TRUE,FALSE
CNAG_01621,0.000259,0.000470782,1.32E-301,NESS,-0.084692409,0.091960112,-0.15997707,0.1438948,38,24,TRUE,FALSE
CNAG_01625,0,0,0,NESS,0.060545087,0.285603046,-0.208558603,0.03767544,27,20,TRUE,FALSE
CNAG_01632,0,0,0,NESS,-0.410177165,1.33E-05,0.020288704,0.931839166,27,46,TRUE,FALSE
CNAG_01635,3.00E-06,1.71E-05,0,NESS,-0.014204693,0.671536025,0.125296982,0.111165758,41,19,TRUE,FALSE
CNAG_01640,0.013776,0.013010416,9.77E-158,NESS,-0.575798749,3.94E-09,0.070416932,0.112462567,23,31,TRUE,FALSE
CNAG_01643,0.001384,0.001436446,1.51E-253,NESS,-0.137257522,0.302552358,0.090617838,0.815377757,8,9,TRUE,FALSE
CNAG_01645,0,0,0,NESS,-0.008197667,0.916617633,0.00919495,0.693099443,41,29,TRUE,FALSE
CNAG_01647,0.24157,0.132241511,9.42E-36,NESS,-0.008235818,0.768453029,-0.170034671,0.002133203,8,94,TRUE,FALSE
CNAG_01651,0,0,0,NESS,-0.059525775,0.515143113,0.041086331,0.446599163,43,23,TRUE,FALSE
CNAG_01653,0,0,0,NESS,-0.077547676,0.516427128,0.211442788,0.091791636,35,5,TRUE,FALSE
CNAG_01654,0,0,0,NESS,-0.045105507,0.333544258,-0.067376828,0.23260471,80,47,TRUE,FALSE
CNAG_01659,1.20E-05,3.56E-05,0,NESS,-0.060229722,0.924933803,-0.028698824,0.719187654,14,12,TRUE,FALSE
CNAG_01668,0,0,0,NESS,0.0029415,0.454385027,-0.072557557,0.79265307,43,10,TRUE,FALSE
CNAG_01670,9.60E-05,0.000108171,0,NESS,-0.105682485,0.328993602,-0.076113457,0.738808095,33,38,TRUE,FALSE
CNAG_01673,8.00E-06,3.07E-05,0,NESS,-0.218839896,0.000208706,-0.198771365,0.000330916,63,53,TRUE,FALSE
CNAG_01674,0,0,0,NESS,-0.047629991,0.519278211,-0.045197528,NA,85,1,TRUE,FALSE
CNAG_01675,3.00E-06,1.71E-05,0,NESS,0.090805767,0.069604214,0.162195129,0.000225949,43,48,TRUE,FALSE
CNAG_01678,0,0,0,NESS,-0.049590195,0.546877532,-0.018325572,0.908666083,37,40,TRUE,FALSE
CNAG_01681,0,0,0,NESS,0.027568619,0.162488979,-0.099474469,0.133073133,67,22,TRUE,FALSE
CNAG_01683,0,0,0,NESS,-0.00779714,0.930584462,0.009575719,0.551160135,50,37,TRUE,FALSE
CNAG_01686,8.00E-06,3.07E-05,0,NESS,0.162456959,0.019065569,0.185261319,0.001443467,13,31,TRUE,FALSE
CNAG_01689,1.20E-05,3.83E-05,0,NESS,-0.057188773,0.704005739,0.146854476,0.001595992,35,36,TRUE,FALSE
CNAG_01690,0,0,0,NESS,-0.012496622,0.772490562,0.127344359,0.000125389,104,70,TRUE,FALSE
CNAG_01691,0.000754,0.000482087,1.52E-300,NESS,-0.099411805,0.250945372,-0.026848793,0.728321286,27,84,TRUE,FALSE
CNAG_01694,0,0,0,NESS,0.008290686,0.326757101,-0.324613525,0.001132113,94,18,TRUE,FALSE
CNAG_01698,0,0,0,NESS,-0.124436972,0.07914403,0.039856013,0.484217062,40,20,TRUE,FALSE
CNAG_01701,0,0,0,NESS,-0.0043318,0.762990062,0.298090175,0.064124337,39,8,TRUE,FALSE
CNAG_01702,1.00E-06,1.00E-05,0,NESS,0.021768289,0.684900465,0.064851449,0.594213961,33,6,TRUE,FALSE
CNAG_01703,0,0,0,NESS,-0.049564028,0.628929527,-0.016693043,0.859406974,51,15,TRUE,FALSE
CNAG_01704,0.00012,0.00015109,0,NESS,0.000845752,0.586686453,0.111900302,0.010075675,51,60,TRUE,FALSE
CNAG_01706,0,0,0,NESS,0.005339567,0.528878768,-0.1311889,0.209107573,68,11,TRUE,FALSE
CNAG_01708,3.00E-06,1.71E-05,0,NESS,0.764542124,8.14E-15,0.137258427,0.085201161,35,10,TRUE,FALSE
CNAG_01710,0,0,0,NESS,0.040455948,0.189112304,0.126018273,0.004953255,54,40,TRUE,FALSE
CNAG_01712,2.00E-06,1.41E-05,0,NESS,0.257714546,0.001315463,-0.072015288,0.553388264,25,25,TRUE,FALSE
CNAG_01713,0.000939,0.000838336,9.73E-277,NESS,-0.062955511,0.888704093,-0.048183817,0.533499699,21,43,TRUE,FALSE
CNAG_01714,0,0,0,NESS,-0.062231905,0.461616481,-0.008228703,0.770609672,46,20,TRUE,FALSE
CNAG_01716,1.00E-06,1.00E-05,0,NESS,0.785856112,1.81E-13,0.385701644,3.58E-10,35,43,TRUE,FALSE
CNAG_01718,0,0,0,NESS,-0.02904856,0.86108915,0.195408774,7.17E-06,78,54,TRUE,FALSE
CNAG_01719,0,0,0,NESS,0.0106513,0.39610412,-0.081748149,0.121659935,52,21,TRUE,FALSE
CNAG_01723,0,0,0,NESS,0.008531774,0.373695867,0.0575035,0.013274098,58,79,TRUE,FALSE
CNAG_01725,1.40E-05,4.50E-05,0,NESS,-0.000290185,0.591878407,-0.015528132,0.981984148,41,30,TRUE,FALSE
CNAG_01731,0.003314,0.00187029,4.94E-242,NESS,-0.202315036,0.064091773,-0.284981535,0.001385773,14,24,TRUE,FALSE
CNAG_01735,0.001338,0.001354661,4.52E-256,NESS,-0.002961865,0.400882822,0.006827219,0.174099867,30,67,TRUE,FALSE
CNAG_01739,0,0,0,NESS,-0.343850212,3.71E-08,0.235478822,0.002405517,53,22,TRUE,FALSE
CNAG_01740,0.169732,0.050489046,2.81E-83,NESS,0.145701635,0.118927786,0.060381117,0.00748016,9,96,TRUE,FALSE
CNAG_01741,6.00E-05,0.000100504,0,NESS,-0.187108704,0.026356161,0.076990036,0.00110242,12,106,TRUE,FALSE
CNAG_01743,0.000121,0.000140917,0,NESS,-0.269593253,0.007589513,-0.127538876,0.01533554,17,61,TRUE,FALSE
CNAG_01744,0.003106,0.001515097,4.17E-251,NESS,0.586708783,0.00123423,-0.095060776,0.226000084,5,55,TRUE,FALSE
CNAG_01751,0.00057,0.000609769,1.86E-290,NESS,-0.182358937,0.015875034,0.093480214,0.036386871,20,47,TRUE,FALSE
CNAG_01753,2.50E-05,5.92E-05,0,NESS,0.030848403,0.357053215,-0.159349257,0.010087511,31,36,TRUE,FALSE
CNAG_01758,3.00E-06,1.71E-05,0,NESS,-0.010803953,0.905343369,0.073188463,0.064341022,124,34,TRUE,FALSE
CNAG_01760,0.000152,0.000222692,0,NESS,-0.106525933,0.180129834,NA,NA,38,0,TRUE,FALSE
CNAG_01761,0.00049,0.000402392,2.46E-308,NESS,-0.013959753,0.885465993,-0.069252606,0.316937663,11,32,TRUE,FALSE
CNAG_01772,2.00E-06,1.41E-05,0,NESS,-0.059010738,0.394682877,0.17075146,0.001647567,22,30,TRUE,FALSE
CNAG_01776,1.00E-06,1.00E-05,0,NESS,0.10839392,0.226122799,0.029287705,0.385106801,23,32,TRUE,FALSE
CNAG_01778,1.70E-05,5.33E-05,0,NESS,-0.129115206,0.108852049,0.093121666,0.11075592,17,29,TRUE,FALSE
CNAG_01779,0.049765,0.033112347,2.30E-114,NESS,-0.404238906,0.090989976,-0.285733181,0.001614978,5,26,TRUE,FALSE
CNAG_01793,0.000952,0.000667345,1.52E-286,NESS,-0.259061664,0.004727555,0.008709182,0.65666929,27,31,TRUE,FALSE
CNAG_01795,2.20E-05,4.84E-05,0,NESS,-0.062324455,0.792724665,-0.076941287,0.238176129,33,49,TRUE,FALSE
CNAG_01796,0,0,0,NESS,-0.01179702,0.934856591,-0.112461395,0.271226066,48,25,TRUE,FALSE
CNAG_01798,0.000218,0.000264529,0,NESS,0.039514519,0.336116598,-0.120241957,0.088511101,17,47,TRUE,FALSE
CNAG_01803,0.033015,0.013649386,6.08E-154,NESS,0.017777571,0.944753234,-0.068010079,0.57992423,2,39,TRUE,FALSE
CNAG_01806,0,0,0,NESS,-0.098851351,0.094738649,0.045400776,0.600916412,40,11,TRUE,FALSE
CNAG_01814,3.80E-05,7.08E-05,0,NESS,-0.076762929,0.328216128,NA,NA,29,0,TRUE,FALSE
CNAG_01815,0.010139,0.004578758,6.05E-203,NESS,-0.28127615,0.003092097,0.023360809,0.524633843,15,12,TRUE,FALSE
CNAG_01816,2.60E-05,5.05E-05,0,NESS,-0.11657239,0.579489918,0.045782147,0.364173675,21,11,TRUE,FALSE
CNAG_01821,2.00E-06,1.41E-05,0,NESS,0.02346398,0.636270764,-0.157172713,0.004069079,52,64,TRUE,FALSE
CNAG_01825,0.037565,0.020402888,2.92E-136,NESS,0.172912134,0.693992026,0.084106734,0.012724362,3,42,TRUE,FALSE
CNAG_01827,4.10E-05,6.68E-05,0,NESS,-0.031167175,0.641371836,-0.055343753,0.565838067,93,41,TRUE,FALSE
CNAG_01832,0.000616,0.000489428,6.62E-300,NESS,0.216153219,0.00508643,0.227492397,0.009671876,29,24,TRUE,FALSE
CNAG_01835,0,0,0,NESS,-0.061398366,0.329830654,0.059919055,0.033481136,91,65,TRUE,FALSE
CNAG_01844,0,0,0,NESS,-0.081295812,0.068763293,-0.110160894,0.071444054,77,72,TRUE,FALSE
CNAG_01848,0,0,0,NESS,0.015885977,0.647128245,-0.1945855,0.019524968,74,16,TRUE,FALSE
CNAG_01849,0,0,0,NESS,0.066503116,0.155034649,0.109421426,0.050389587,32,33,TRUE,FALSE
CNAG_01850,2.00E-06,1.41E-05,0,NESS,0.0543354,0.322552638,0.316990424,0.124323481,38,2,TRUE,FALSE
CNAG_01851,0.001104,0.001256492,2.52E-259,NESS,-0.066162683,0.515077993,-0.055304364,0.711515618,16,8,TRUE,FALSE
CNAG_01856,0,0,0,NESS,-0.03976474,0.858130253,-0.028965911,0.526631345,42,51,TRUE,FALSE
CNAG_01857,1.80E-05,4.35E-05,0,NESS,-0.078208467,0.342002368,-0.104384935,0.490060465,16,10,TRUE,FALSE
CNAG_01858,2.00E-06,1.41E-05,0,NESS,-0.048515449,0.593031701,-0.144367062,0.397940256,96,5,TRUE,FALSE
CNAG_01859,0,0,0,NESS,0.365987459,1.86E-10,0.260902747,0.04981906,46,7,TRUE,FALSE
CNAG_01862,0,0,0,NESS,-0.021972955,0.968634285,-0.165961283,0.195218405,62,8,TRUE,FALSE
CNAG_01864,1.30E-05,3.38E-05,0,NESS,-0.024272457,0.56574435,-0.012010325,0.976576214,44,51,TRUE,FALSE
CNAG_01866,0,0,0,NESS,-0.002692079,0.249976137,-0.051485493,0.838812926,114,16,TRUE,FALSE
CNAG_01867,1.50E-05,3.86E-05,0,NESS,0.348399059,1.26E-10,-0.026581966,0.956183865,37,46,TRUE,FALSE
CNAG_01869,3.10E-05,6.62E-05,0,NESS,0.524500652,2.58E-06,-0.235631186,0.024495901,13,10,TRUE,FALSE
CNAG_01873,0.001911,0.001480506,3.34E-252,NESS,-0.02437721,0.91373092,-0.207857235,0.198282013,14,3,TRUE,FALSE
CNAG_01875,0.908025,0.034073398,6.19E-109,ESS,0.00057759,0.524701654,0.200421418,5.01E-06,9,53,TRUE,FALSE
CNAG_01878,4.00E-06,1.97E-05,0,NESS,-0.128226132,0.311464842,-0.359708442,1.84E-08,30,39,TRUE,FALSE
CNAG_01886,0,0,0,NESS,0.056982075,0.125809632,0.019341487,0.515499516,43,16,TRUE,FALSE
CNAG_01889,3.00E-06,1.71E-05,0,NESS,-0.09534946,0.183669354,-0.140039309,0.036161232,41,57,TRUE,FALSE
CNAG_01893,0,0,0,NESS,0.010789667,0.563755383,0.234049108,0.018851444,34,8,TRUE,FALSE
CNAG_01900,0,0,0,NESS,-0.026686814,0.666813685,-0.086077899,0.081078817,25,76,TRUE,FALSE
CNAG_01901,0,0,0,NESS,-0.06566267,0.114297066,-0.089306308,0.551666626,79,7,TRUE,FALSE
CNAG_01903,0.000117,0.000158945,0,NESS,0.00415425,0.439145143,0.033753599,0.625529221,30,28,TRUE,FALSE
CNAG_01904,0,0,0,NESS,-0.056841825,0.733792189,-0.113920998,0.092411411,53,21,TRUE,FALSE
CNAG_01905,4.40E-05,0.000102809,0,NESS,0.053464279,0.701407423,-0.292110321,0.184444491,81,5,TRUE,FALSE
CNAG_01909,1.30E-05,3.67E-05,0,NESS,0.077830054,0.240081101,-0.373438268,0.00166298,42,8,TRUE,FALSE
CNAG_01913,0,0,0,NESS,-0.13871324,0.015136484,0.106360558,0.077768722,47,26,TRUE,FALSE
CNAG_01918,0.005169,0.003635618,2.70E-213,NESS,-0.271466444,0.016336086,-0.097102952,0.272395788,10,34,TRUE,FALSE
CNAG_01924,0,0,0,NESS,-0.120973275,0.133760121,-0.033864429,0.872152854,29,62,TRUE,FALSE
CNAG_01925,0,0,0,NESS,0.02549796,0.347460598,0.004411465,0.522941647,85,21,TRUE,FALSE
CNAG_01927,1.10E-05,3.45E-05,0,NESS,-0.085166266,0.06377231,0.045504178,0.150942741,87,73,TRUE,FALSE
CNAG_01929,3.00E-06,2.23E-05,0,NESS,-0.028016078,0.789294251,-0.160076844,0.081453004,29,11,TRUE,FALSE
CNAG_01930,0.000108,0.000127667,0,NESS,-0.153001901,0.112663409,-0.015987372,0.981825984,26,25,TRUE,FALSE
CNAG_01931,1.00E-06,1.00E-05,0,NESS,-0.111143507,0.00743818,0.041182083,0.329258685,127,12,TRUE,FALSE
CNAG_01933,2.80E-05,7.12E-05,0,NESS,-0.08585421,0.618442696,-0.193842279,0.468492537,20,8,TRUE,FALSE
CNAG_01934,0,0,0,NESS,-0.102186372,0.1996327,0.318807566,NA,42,1,TRUE,FALSE
CNAG_01936,0,0,0,NESS,-0.040383652,0.70606686,-0.017307942,0.986291247,78,23,TRUE,FALSE
CNAG_01937,4.50E-05,7.16E-05,0,NESS,-0.025377467,0.87154505,0.002331161,0.793266867,10,16,TRUE,FALSE
CNAG_01938,0,0,0,NESS,-0.210666064,0.000735028,-0.053509176,0.454907477,48,22,TRUE,FALSE
CNAG_01940,0,0,0,NESS,0.041797887,0.354606145,-0.002436632,0.637515356,34,28,TRUE,FALSE
CNAG_01941,0.000163,0.000220493,0,NESS,0.115663752,0.041217463,0.198749293,0.062182714,30,9,TRUE,FALSE
CNAG_01942,1.20E-05,3.83E-05,0,NESS,-0.047520122,0.847037215,-0.084305799,0.375069336,16,31,TRUE,FALSE
CNAG_01944,0.010161,0.00491454,6.70E-200,NESS,-0.00469221,0.951619685,0.085639174,0.691899764,5,3,TRUE,FALSE
CNAG_01945,5.00E-06,2.61E-05,0,NESS,0.086614163,0.15515776,-0.160468526,0.005818593,20,50,TRUE,FALSE
CNAG_01946,3.00E-06,1.71E-05,0,NESS,-0.01141559,0.991267009,-0.272484681,0.025617094,29,10,TRUE,FALSE
CNAG_01947,0,0,0,NESS,-0.062008652,0.526978548,-0.038548761,0.771585373,34,41,TRUE,FALSE
CNAG_01952,0.001143,0.000752538,2.31E-281,NESS,-0.059013627,0.410139253,-0.082777999,0.300576657,27,29,TRUE,FALSE
CNAG_01953,0,0,0,NESS,-0.012894032,0.930825267,-0.041874623,0.459092669,87,66,TRUE,FALSE
CNAG_01960,2.00E-06,1.41E-05,0,NESS,0.002842823,0.775175336,0.060289532,0.484545743,38,18,TRUE,FALSE
CNAG_01963,0.000303,0.000199725,0,NESS,-0.005395041,0.780538893,-0.17915724,0.014256775,17,50,TRUE,FALSE
CNAG_01964,0,0,0,NESS,-0.063147561,0.382472599,0.080006097,0.616386944,49,10,TRUE,FALSE
CNAG_01965,0,0,0,NESS,-0.079685436,0.29111348,-0.063407403,0.349317275,59,36,TRUE,FALSE
CNAG_01969,0,0,0,NESS,0.017930962,0.349140154,-0.232343974,0.100292948,77,9,TRUE,FALSE
CNAG_01970,0,0,0,NESS,0.29206818,8.71E-08,0.062415529,0.027036788,37,58,TRUE,FALSE
